playerID,bbrefID,name,pos,sec_pos,era,peak_year,debut_year,last_year,team,franchise_name,career_ab,career_h,career_hr,career_sb,career_bb,career_so,seasons,bats,ba,obp,iso,k_rate,bb_rate,contact_val,power_val,eye_val,speed_val,defense_val,con_grade,pow_grade,eye_grade,spd_grade,def_grade,avg_attr_score,rarity,is_allstar,is_hof,allstar_selections,gold_gloves,gg_bonus,defense_source
vosmijo01,vosmijo01,Joe Vosmik,RF,RF,Golden Era (1920-1941),1936,1930,1944,CLE,Cleveland Indians,5472,1682,65,23.0,514,272.0,13,R,0.307,0.369,0.13,0.045,0.086,64.9,45.4,41.0,15.8,49.5,C+,D+,D+,F,D+,43.3,Common,True,False,1,0,0,bbref_war
alexada01,alexada01,Dale Alexander,1B,,Golden Era (1920-1941),1932,1929,1933,DET,Detroit Tigers,2450,811,61,20.0,248,197.0,6,R,0.331,0.394,0.166,0.073,0.092,78.0,63.7,46.4,1.0,26.4,B+,C+,D+,F,D-,43.1,Common,False,False,0,0,0,bbref_war
sheelea01,sheelea01,Earl Sheely,1B,,Golden Era (1920-1941),1925,1921,1931,CHA,Chicago White Sox,4471,1340,48,33.0,563,205.0,9,R,0.3,0.383,0.099,0.04,0.111,59.8,29.4,63.4,17.0,45.9,C,D-,C+,F,D+,43.1,Common,False,False,0,0,0,bbref_war
meuseir01,meuseir01,Irish Meusel,RF,RF,Golden Era (1920-1941),1922,1914,1927,NY1,San Francisco Giants,4900,1521,106,113.0,269,199.0,12,R,0.31,0.348,0.154,0.038,0.052,68.6,55.9,11.3,49.4,29.7,B-,C,F,D+,D-,43.0,Common,False,False,0,0,0,bbref_war
welshji01,welshji01,Jimmy Welsh,RF,RF,Golden Era (1920-1941),1928,1925,1930,BSN,Atlanta Braves,2684,778,35,37.0,156,144.0,7,L,0.29,0.34,0.121,0.05,0.054,50.2,39.6,13.2,64.3,47.6,C-,D,F,C+,D+,43.0,Common,False,False,0,0,0,bbref_war
pytlafr01,pytlafr01,Frankie Pytlak,C,,Golden Era (1920-1941),1938,1932,1946,CLE,Cleveland Indians,2399,677,7,56.0,247,97.0,12,R,0.282,0.355,0.08,0.036,0.093,46.8,18.9,47.1,47.6,54.3,D+,F,D+,D+,C-,42.9,Common,False,False,0,0,0,bbref_war
walkege02,walkege02,Gee Walker,RF,RF,Golden Era (1920-1941),1938,1931,1945,DET,Detroit Tigers,6771,1991,124,223.0,330,600.0,15,R,0.294,0.331,0.136,0.084,0.046,46.8,48.2,6.3,67.8,45.1,D+,D+,F,B-,D+,42.8,Common,True,False,1,0,0,bbref_war
rigneto01,rigneto01,Topper Rigney,SS,,Golden Era (1920-1941),1925,1922,1927,DET,Detroit Tigers,2326,669,13,44.0,377,176.0,7,R,0.288,0.388,0.099,0.065,0.139,45.5,28.6,88.3,25.6,25.5,D+,D-,A,D-,D-,42.7,Common,False,False,0,0,0,bbref_war
crutcji01,crutcji01,Jimmie Crutchfield,CF,RF,Golden Era (1920-1941),1937,1930,1945,PC,Pittsburgh Crawfords,2064,544,6,48.0,156,5.0,17,L,0.264,0.318,0.068,0.002,0.07,38.9,11.3,27.2,80.7,53.8,D,F,D-,A-,C-,42.4,Common,True,False,4,0,0,bbref_war
brownji04,brownji04,Jim Brown,C,1B,Golden Era (1920-1941),1927,1919,1937,CAG,Chicago American Giants,2312,635,16,70.0,214,16.0,17,B,0.275,0.34,0.099,0.006,0.084,46.8,28.1,39.8,69.0,28.0,D+,D-,D,B-,D-,42.3,Common,False,False,0,0,0,bbref_war
flagsir01,flagsir01,Ira Flagstead,RF,RF,Golden Era (1920-1941),1924,1917,1930,BOS,Boston Red Sox,4139,1202,40,71.0,467,288.0,16,R,0.29,0.37,0.116,0.062,0.1,48.3,38.8,53.9,30.7,39.9,D+,D,C-,D,D,42.3,Common,False,False,0,0,0,bbref_war
ruelmu01,ruelmu01,Muddy Ruel,C,,Golden Era (1920-1941),1926,1915,1934,WS1,Minnesota Twins,4514,1242,4,61.0,606,238.0,20,R,0.275,0.365,0.057,0.046,0.118,39.3,7.4,69.3,29.2,66.4,D,F,B-,D-,B-,42.3,Common,False,False,0,0,0,bbref_war
foxpe01,foxpe01,Pete Fox,RF,RF,Golden Era (1920-1941),1939,1933,1945,DET,Detroit Tigers,5636,1678,65,158.0,392,471.0,13,R,0.298,0.347,0.117,0.078,0.065,50.9,38.3,22.6,54.0,45.0,C-,D,D-,C-,D+,42.2,Common,True,False,1,0,0,bbref_war
haleod01,haleod01,Odell Hale,2B,3B,Golden Era (1920-1941),1937,1931,1941,CLE,Cleveland Indians,3701,1071,73,57.0,353,315.0,11,R,0.289,0.352,0.152,0.078,0.087,44.4,56.3,42.3,29.5,38.5,D+,C,D+,D-,D,42.2,Common,False,False,0,0,0,bbref_war
allenet01,allenet01,Ethan Allen,RF,RF,Golden Era (1920-1941),1932,1926,1938,CIN,Cincinnati Reds,4418,1325,47,84.0,223,310.0,15,R,0.3,0.336,0.11,0.067,0.048,54.8,35.2,7.8,72.5,39.8,C-,D,F,B,D,42.0,Common,False,False,0,0,0,bbref_war
danniha01,danniha01,Harry Danning,C,,Golden Era (1920-1941),1938,1933,1942,NY1,San Francisco Giants,2971,847,57,13.0,187,217.0,10,R,0.285,0.33,0.13,0.068,0.059,42.8,44.5,17.5,59.0,46.1,D+,D+,F,C,D+,42.0,Common,True,False,4,0,0,bbref_war
riceha01,riceha01,Harry Rice,RF,RF,Golden Era (1920-1941),1928,1923,1933,SLA,Baltimore Orioles,3740,1118,48,59.0,376,194.0,11,L,0.299,0.368,0.122,0.047,0.091,57.9,40.1,45.5,27.2,39.1,C,D+,D+,D-,D,42.0,Common,False,False,0,0,0,bbref_war
leeha01,leeha01,Hal Lee,RF,RF,Golden Era (1920-1941),1933,1930,1936,BSN,Atlanta Braves,2750,755,33,15.0,203,225.0,8,R,0.275,0.326,0.117,0.076,0.069,33.0,38.2,26.0,63.5,48.8,D,D,D-,C+,D+,41.9,Common,False,False,0,0,0,bbref_war
lavagco01,lavagco01,Cookie Lavagetto,3B,2B,Golden Era (1920-1941),1938,1934,1947,BRO,Los Angeles Dodgers,3509,945,40,63.0,485,244.0,10,R,0.269,0.36,0.107,0.061,0.121,31.9,33.3,72.3,65.1,6.4,D,D,B,B-,F,41.8,Common,True,False,4,0,0,bbref_war
leibeha01,leibeha01,Hank Leiber,RF,RF,Golden Era (1920-1941),1938,1933,1942,NY1,San Francisco Giants,2805,808,101,5.0,274,319.0,10,R,0.288,0.356,0.174,0.103,0.088,38.4,65.9,43.5,43.4,17.6,D,B-,D+,D+,F,41.8,Common,True,False,3,0,0,bbref_war
moorejo01,moorejo01,Johnny Moore,RF,RF,Golden Era (1920-1941),1934,1928,1945,CHN,Chicago Cubs,3013,926,73,23.0,195,176.0,11,L,0.307,0.352,0.141,0.055,0.061,63.0,50.1,18.9,56.8,20.2,C+,C-,F,C,D-,41.8,Common,False,False,0,0,0,bbref_war
riddlma01,riddlma01,Marshall Riddle,2B,,Golden Era (1920-1941),1940,1937,1943,SNS,St. Louis-New Orleans Stars,429,116,1,15.0,38,3.0,8,L,0.27,0.331,0.079,0.006,0.081,43.4,17.0,37.1,74.4,36.8,D+,F,D,B,D,41.7,Common,True,False,3,0,0,bbref_war
flackma01,flackma01,Max Flack,RF,RF,Golden Era (1920-1941),1920,1914,1925,CHN,Chicago Cubs,5252,1461,35,200.0,474,253.0,13,L,0.278,0.342,0.088,0.044,0.082,42.2,22.4,38.1,65.8,38.5,D+,D-,D,B-,D,41.4,Common,False,False,0,0,0,bbref_war
hassebu01,hassebu01,Buddy Hassett,1B,RF,Golden Era (1920-1941),1939,1936,1942,BSN,Atlanta Braves,3517,1026,12,53.0,209,116.0,7,L,0.292,0.333,0.07,0.031,0.056,55.3,13.3,14.9,68.3,55.3,C,F,F,B-,C,41.4,Common,False,False,0,0,0,bbref_war
riggsle01,riggsle01,Lew Riggs,3B,,Golden Era (1920-1941),1938,1934,1946,CIN,Cincinnati Reds,2477,650,28,22.0,181,140.0,10,L,0.262,0.317,0.113,0.052,0.068,28.1,35.2,25.2,68.8,49.4,D-,D,D-,B-,D+,41.3,Common,True,False,1,0,0,bbref_war
snowfe01,snowfe01,Felton Snow,3B,"2B,SS",Golden Era (1920-1941),1940,1931,1947,BEG,Baltimore Elite Giants,2047,545,12,27.0,148,26.0,19,R,0.266,0.317,0.081,0.012,0.067,39.1,18.6,24.9,71.5,52.2,D,F,D-,B,C-,41.3,Common,True,False,4,0,0,bbref_war
pietto01,pietto01,Tony Piet,2B,3B,Golden Era (1920-1941),1935,1931,1938,CHA,Chicago White Sox,2585,717,23,80.0,247,274.0,9,R,0.277,0.35,0.101,0.095,0.086,31.4,30.0,41.4,64.8,38.3,D,D,D+,C+,D,41.2,Common,False,False,0,0,0,bbref_war
thomada02,thomada03,Dave Thomas,1B,,Golden Era (1920-1941),1935,1929,1946,NYC,New York Cubans,1951,522,21,15.0,152,7.0,18,L,0.268,0.326,0.107,0.003,0.072,41.8,32.6,28.7,61.9,41.2,D+,D,D-,C+,D+,41.2,Common,True,False,2,0,0,bbref_war
stripjo01,stripjo01,Joe Stripp,3B,1B,Golden Era (1920-1941),1934,1928,1938,BRO,Los Angeles Dodgers,4211,1238,24,50.0,280,226.0,12,R,0.294,0.34,0.09,0.05,0.062,53.4,24.5,20.3,69.7,37.3,C-,D-,D-,B-,D,41.0,Common,False,False,0,0,0,bbref_war
falkbi01,falkbi01,Bibb Falk,RF,RF,Golden Era (1920-1941),1926,1920,1931,CHA,Chicago White Sox,4652,1463,69,47.0,412,279.0,12,L,0.314,0.372,0.134,0.055,0.081,68.5,47.8,37.1,17.2,33.8,B-,D+,D,F,D,40.9,Common,False,False,0,0,0,bbref_war
laryly01,laryly01,Lyn Lary,SS,3B,Golden Era (1920-1941),1935,1929,1940,NYA,New York Yankees,4603,1239,38,162.0,705,470.0,16,R,0.269,0.369,0.103,0.088,0.132,26.4,31.1,82.1,56.8,8.3,D-,D,A-,C,F,40.9,Common,False,False,0,0,0,bbref_war
perezja01,,Javier Pérez,3B,2B,Golden Era (1920-1941),1940,1934,1945,NYC,New York Cubans,778,211,3,15.0,73,6.0,8,R,0.271,0.335,0.076,0.007,0.085,43.9,16.9,40.9,64.4,38.6,D+,F,D+,C+,D,40.9,Common,True,False,1,0,0,lahman_proxy
mcallge01,mcallge01,George McAllister,1B,,Golden Era (1920-1941),1929,1923,1934,BBB,Birmingham Black Barons,2025,537,11,32.0,201,0.0,13,L,0.265,0.335,0.074,0.0,0.09,40.6,14.7,44.8,66.3,37.8,D+,F,D+,B-,D,40.8,Common,False,False,0,0,0,bbref_war
mooreed01,mooreed01,Eddie Moore,2B,"3B,RF,SS",Golden Era (1920-1941),1927,1923,1934,PIT,Pittsburgh Pirates,2474,706,13,52.0,272,121.0,11,R,0.285,0.359,0.08,0.044,0.099,47.8,19.2,52.5,51.1,32.8,D+,F,C-,C-,D,40.7,Common,False,False,0,0,0,bbref_war
jordabu01,jordabu01,Buck Jordan,1B,,Golden Era (1920-1941),1934,1927,1938,BSN,Atlanta Braves,2980,890,17,20.0,182,109.0,12,L,0.299,0.34,0.092,0.034,0.057,60.1,25.6,16.2,62.1,39.1,C+,D-,F,C+,D,40.6,Common,False,False,0,0,0,bbref_war
traynpi01,traynpi01,Pie Traynor,3B,,Golden Era (1920-1941),1928,1920,1937,PIT,Pittsburgh Pirates,7559,2416,58,158.0,472,278.0,17,R,0.32,0.362,0.115,0.034,0.059,76.6,36.7,17.2,57.4,15.2,B+,D,F,C,F,40.6,Common,True,True,2,0,0,bbref_war
hawkile01,hawkile01,Lemuel Hawkins,1B,,Golden Era (1920-1941),1924,1921,1928,KCM,Kansas City Monarchs,2015,552,4,59.0,150,9.0,9,L,0.274,0.331,0.06,0.004,0.069,46.7,7.4,26.0,77.4,45.0,D+,F,D-,B+,D+,40.5,Common,False,False,0,0,0,bbref_war
odeake01,o'deake01,Ken O'Dea,C,,Golden Era (1920-1941),1941,1935,1946,SLN,St. Louis Cardinals,2195,560,40,3.0,273,251.0,13,L,0.255,0.338,0.119,0.102,0.11,12.7,38.4,63.0,47.2,41.4,F,D,C+,D+,D+,40.5,Common,True,False,1,0,0,bbref_war
parketo01,parketo01,Tom Parker,RF,,Golden Era (1920-1941),1938,1931,1948,HG,Homestead Grays,735,210,12,4.0,48,3.0,12,R,0.286,0.331,0.127,0.004,0.061,56.0,42.2,19.4,50.6,33.5,C,D+,F,C-,D,40.3,Common,True,False,2,0,0,bbref_war
schulfr02,schulfr02,Fred Schulte,RF,RF,Golden Era (1920-1941),1932,1927,1937,SLA,Baltimore Orioles,4259,1241,47,56.0,462,361.0,11,R,0.291,0.362,0.117,0.076,0.098,46.2,38.6,51.7,22.4,42.5,D+,D,C-,D-,D+,40.3,Common,False,False,0,0,0,bbref_war
hargrbu01,hargrbu01,Bubbles Hargrave,C,,Golden Era (1920-1941),1924,1913,1930,CIN,Cincinnati Reds,2533,786,29,29.0,217,165.0,12,R,0.31,0.372,0.141,0.059,0.078,64.4,50.7,34.3,30.3,21.1,C+,C-,D,D,D-,40.2,Common,False,False,0,0,0,bbref_war
whitnpi01,whitnpi01,Pinky Whitney,3B,2B,Golden Era (1920-1941),1934,1928,1939,PHI,Philadelphia Phillies,5765,1701,93,45.0,400,438.0,14,R,0.295,0.343,0.12,0.071,0.065,50.1,39.8,22.6,63.6,25.1,C-,D,D-,C+,D-,40.2,Common,True,False,1,0,0,bbref_war
dayco01,dayco01,Connie Day,2B,,Golden Era (1920-1941),1924,1920,1932,ABC,Indianapolis ABCs,2324,545,14,48.0,176,25.0,12,R,0.235,0.292,0.08,0.01,0.07,14.5,18.1,27.3,78.5,61.6,F,F,D-,B+,C+,40.0,Common,False,False,0,0,0,bbref_war
bohnesa01,bohnesa01,Sam Bohne,2B,"3B,SS",Golden Era (1920-1941),1924,1916,1926,CIN,Cincinnati Reds,2315,605,16,75.0,193,154.0,8,R,0.261,0.321,0.097,0.061,0.077,25.6,26.6,33.1,48.4,65.7,D-,D-,D,D+,B-,39.9,Common,False,False,0,0,0,bbref_war
mannle01,mannle01,Les Mann,RF,RF,Golden Era (1920-1941),1921,1913,1928,BSN,Atlanta Braves,4716,1332,44,129.0,324,464.0,19,R,0.282,0.332,0.116,0.092,0.064,36.2,36.4,21.9,72.3,32.6,D,D,D-,B,D,39.9,Common,False,False,0,0,0,bbref_war
lopezca02,lopezca02,Cando López,CF,RF,Golden Era (1920-1941),1929,1926,1939,CSW,Cuban Stars West,1088,298,12,35.0,65,3.0,7,R,0.274,0.317,0.086,0.003,0.056,46.9,21.1,15.1,71.7,44.4,D+,D-,F,B,D+,39.8,Common,True,False,1,0,0,bbref_war
leachfr01,leachfr01,Freddy Leach,RF,RF,Golden Era (1920-1941),1928,1923,1932,PHI,Philadelphia Phillies,3733,1147,72,32.0,163,189.0,10,L,0.307,0.341,0.139,0.048,0.042,64.2,48.7,2.2,53.2,29.0,C+,D+,F,C-,D-,39.5,Common,False,False,0,0,0,bbref_war
statzji01,statzji01,Arnold Statz,RF,RF,Golden Era (1920-1941),1923,1919,1928,CHN,Chicago Cubs,2585,737,17,77.0,194,211.0,9,R,0.285,0.337,0.088,0.076,0.07,41.4,22.8,26.9,48.9,57.6,D+,D-,D-,D+,C,39.5,Common,False,False,0,0,0,bbref_war
tobinja01,tobinja01,Jack Tobin,RF,RF,Golden Era (1920-1941),1922,1914,1927,SLA,Baltimore Orioles,6174,1906,64,147.0,508,267.0,14,L,0.309,0.364,0.111,0.04,0.076,67.0,34.4,32.3,48.6,15.1,B-,D,D,D+,F,39.5,Common,False,False,0,0,0,bbref_war
smithja03,smithja03,Jack Smith,RF,RF,Golden Era (1920-1941),1922,1915,1929,SLN,St. Louis Cardinals,4532,1301,40,228.0,334,348.0,16,L,0.287,0.339,0.098,0.071,0.068,43.8,27.3,25.8,72.6,26.9,D+,D-,D-,B,D-,39.3,Common,False,False,0,0,0,bbref_war
soltemo01,soltemo01,Moose Solters,RF,RF,Golden Era (1920-1941),1938,1934,1943,CLE,Cleveland Indians,3421,990,83,42.0,221,377.0,11,R,0.289,0.334,0.16,0.103,0.061,39.3,60.0,18.9,35.4,42.7,D,C+,F,D,D+,39.3,Common,False,False,0,0,0,bbref_war
whitebu01,whitebu01,Burgess Whitehead,2B,3B,Golden Era (1920-1941),1937,1933,1946,NY1,San Francisco Giants,3316,883,17,51.0,150,138.0,9,R,0.266,0.304,0.064,0.039,0.043,33.7,9.9,3.4,79.9,69.0,D,F,F,B+,B-,39.2,Common,True,False,2,0,0,bbref_war
arnolpa01,arnolpa01,Paul Arnold,CF,RF,Golden Era (1920-1941),1932,1926,1936,ND,Newark Dodgers,391,99,0,7.0,52,6.0,7,L,0.253,0.341,0.056,0.014,0.117,28.5,6.5,69.0,57.4,34.3,D-,F,B-,C,D,39.1,Common,True,False,1,0,0,bbref_war
halesa01,halesa01,Sammy Hale,3B,,Golden Era (1920-1941),1926,1920,1930,PHA,Oakland Athletics,2915,880,30,41.0,130,218.0,10,R,0.302,0.336,0.122,0.071,0.042,55.5,40.4,2.9,43.9,52.8,C,D+,F,D+,C-,39.1,Common,False,False,0,0,0,bbref_war
willicy01,willicy01,Cy Williams,RF,RF,Golden Era (1920-1941),1921,1912,1930,PHI,Philadelphia Phillies,6780,1981,251,115.0,690,721.0,19,L,0.292,0.365,0.178,0.095,0.091,43.1,67.5,46.1,28.5,10.1,D+,B-,D+,D-,F,39.1,Common,False,False,0,0,0,bbref_war
fonsele01,fonsele01,Lew Fonseca,1B,"2B,RF",Golden Era (1920-1941),1928,1921,1933,CLE,Cleveland Indians,3404,1075,31,64.0,186,199.0,13,R,0.316,0.355,0.116,0.055,0.051,69.5,38.4,10.9,39.7,36.7,B-,D,F,D,D,39.0,Common,False,False,0,0,0,bbref_war
handlle01,handlle01,Lee Handley,3B,2B,Golden Era (1920-1941),1940,1936,1947,PIT,Pittsburgh Pirates,3356,902,15,68.0,267,204.0,10,R,0.269,0.323,0.077,0.056,0.074,32.4,16.5,30.5,76.8,38.1,D,F,D,B+,D,38.9,Common,False,False,0,0,0,bbref_war
smithea02,smithea02,Earl Smith,C,,Golden Era (1920-1941),1924,1919,1930,NY1,San Francisco Giants,2264,686,46,18.0,247,106.0,15,L,0.303,0.374,0.129,0.042,0.098,62.1,43.7,51.9,20.4,15.7,C+,D+,C-,D-,F,38.8,Common,False,False,0,0,0,bbref_war
tayloje01,tayloje01,Jelly Taylor,1B,,Golden Era (1920-1941),1941,1937,1946,MRS,Memphis Red Sox,759,200,3,15.0,77,2.0,9,L,0.264,0.335,0.057,0.002,0.092,38.8,5.7,46.3,64.3,39.1,D,F,D+,C+,D,38.8,Common,True,False,3,0,0,bbref_war
campbbr01,campbbr01,Bruce Campbell,RF,RF,Golden Era (1920-1941),1936,1930,1942,CLE,Cleveland Indians,4762,1382,106,53.0,548,584.0,14,L,0.29,0.367,0.165,0.109,0.103,38.8,62.7,56.1,18.6,17.3,D,C+,C,F,F,38.7,Common,False,False,0,0,0,bbref_war
martist01,martist01,Stu Martin,2B,3B,Golden Era (1920-1941),1940,1936,1943,SLN,St. Louis Cardinals,2237,599,16,36.0,190,185.0,8,L,0.268,0.327,0.093,0.076,0.078,27.7,26.0,34.3,68.6,35.3,D-,D-,D,B-,D,38.4,Common,True,False,1,0,0,bbref_war
stephja02,stephja02,Jake Stephens,SS,,Golden Era (1920-1941),1929,1921,1937,HIL,Hilldale Club,2391,565,4,78.0,220,37.0,20,R,0.236,0.308,0.053,0.014,0.083,15.2,4.1,39.0,82.6,51.2,F,F,D,A-,C-,38.4,Common,True,False,1,0,0,bbref_war
nealegr01,nealegr01,Greasy Neale,RF,RF,Golden Era (1920-1941),1920,1916,1924,CIN,Cincinnati Reds,2661,688,8,139.0,201,281.0,9,L,0.259,0.319,0.073,0.097,0.069,16.3,13.7,26.7,85.4,49.4,F,F,D-,A,D+,38.3,Common,False,False,0,0,0,bbref_war
bibbsra01,bibbsra01,Rainey Bibbs,2B,,Golden Era (1920-1941),1940,1933,1944,KCM,Kansas City Monarchs,756,214,1,19.0,50,5.0,10,B,0.283,0.331,0.063,0.006,0.062,53.4,10.0,19.8,69.1,38.9,C-,F,F,B-,D,38.2,Common,True,False,1,0,0,bbref_war
brownji03,brownji03,Jimmy Brown,2B,"3B,SS",Golden Era (1920-1941),1940,1937,1946,SLN,St. Louis Cardinals,3512,980,9,39.0,231,110.0,8,B,0.279,0.326,0.073,0.029,0.062,45.7,15.3,19.8,69.3,41.0,D+,F,F,B-,D+,38.2,Common,True,False,1,0,0,bbref_war
hogansh01,hogansh01,Shanty Hogan,C,,Golden Era (1920-1941),1931,1925,1937,BSN,Atlanta Braves,3180,939,61,6.0,220,188.0,13,R,0.295,0.348,0.111,0.055,0.064,53.5,34.6,22.0,27.7,53.0,C-,D,D-,D-,C-,38.2,Common,False,False,0,0,0,bbref_war
hudsowi01,,Willie Hudson,LF,,Golden Era (1920-1941),1940,1939,1942,CAG,Chicago American Giants,79,22,1,1.0,6,1.0,4,L,0.278,0.329,0.101,0.012,0.071,48.7,28.8,27.8,47.1,38.5,D+,D-,D-,D+,D,38.2,Common,True,False,1,0,0,lahman_proxy
cartema01,cartema01,Marlin Carter,3B,,Golden Era (1920-1941),1941,1932,1948,MRS,Memphis Red Sox,888,224,2,21.0,86,0.0,13,L,0.252,0.32,0.08,0.0,0.088,30.4,17.8,43.2,65.8,32.8,D,F,D+,B-,D,38.0,Common,True,False,2,0,0,bbref_war
mancugu01,mancugu01,Gus Mancuso,C,,Golden Era (1920-1941),1938,1928,1945,NY1,San Francisco Giants,4505,1194,53,8.0,418,264.0,18,R,0.265,0.328,0.086,0.054,0.085,30.0,22.2,40.3,52.3,45.1,D,D-,D+,C-,D+,38.0,Common,True,False,2,0,0,bbref_war
hydeco01,hydeco01,Cowan Hyde,RF,,Golden Era (1920-1941),1941,1927,1948,MRS,Memphis Red Sox,982,261,1,52.0,41,4.0,15,R,0.266,0.298,0.081,0.004,0.04,40.3,17.9,1.0,92.3,38.1,D+,F,F,A+,D,37.9,Common,True,False,2,0,0,bbref_war
wardaa01,wardaa01,Aaron Ward,2B,3B,Golden Era (1920-1941),1922,1917,1928,NYA,New York Yankees,3611,966,50,36.0,339,457.0,12,R,0.268,0.335,0.115,0.115,0.085,19.8,36.2,40.7,25.5,67.5,F,D,D+,D-,B-,37.9,Common,False,False,0,0,0,bbref_war
thompfr03,thompfr03,Fresco Thompson,2B,,Golden Era (1920-1941),1929,1925,1934,PHI,Philadelphia Phillies,2560,762,13,69.0,215,143.0,9,R,0.298,0.353,0.1,0.051,0.077,56.0,30.2,33.7,67.5,1.0,C,D,D,B-,F,37.7,Common,False,False,0,0,0,bbref_war
grimmch01,grimmch01,Charlie Grimm,1B,,Golden Era (1920-1941),1926,1916,1936,CHN,Chicago Cubs,7917,2299,79,57.0,578,410.0,20,L,0.29,0.341,0.107,0.048,0.068,51.0,32.8,25.3,29.5,48.2,C-,D,D-,D-,D+,37.4,Common,False,False,0,0,0,bbref_war
kampoal01,kampoal01,Alex Kampouris,2B,,Golden Era (1920-1941),1938,1934,1943,CIN,Cincinnati Reds,2182,531,45,22.0,244,360.0,11,R,0.243,0.325,0.123,0.147,0.1,1.0,40.3,53.5,57.5,34.6,F,D+,C-,C,D,37.4,Common,False,False,0,0,0,bbref_war
radclte01,radclte01,Ted Radcliffe,C,,Golden Era (1920-1941),1938,1928,1946,BBB,Birmingham Black Barons,1429,386,21,20.0,63,5.0,26,R,0.27,0.306,0.105,0.003,0.042,43.8,31.1,2.5,65.6,44.0,D+,D,F,B-,D+,37.4,Common,True,False,6,0,0,bbref_war
simmswi01,,Willie Simms,CF,RF,Golden Era (1920-1941),1938,1937,1943,KCM,Kansas City Monarchs,881,207,5,33.0,82,7.0,10,L,0.235,0.303,0.078,0.007,0.085,15.4,16.8,40.3,76.1,38.5,F,F,D+,B+,D,37.4,Common,True,False,1,0,0,lahman_proxy
dykesji01,dykesji01,Jimmy Dykes,3B,"1B,2B,SS",Golden Era (1920-1941),1928,1918,1939,PHA,Oakland Athletics,8046,2256,108,70.0,958,850.0,22,R,0.28,0.365,0.119,0.093,0.105,34.2,39.4,58.2,24.9,29.6,D,D,C,D-,D-,37.3,Common,True,False,2,0,0,bbref_war
gilbewa01,gilbewa01,Wally Gilbert,3B,,Golden Era (1920-1941),1930,1928,1932,BRO,Los Angeles Dodgers,2317,624,7,21.0,162,131.0,5,R,0.269,0.322,0.072,0.052,0.065,33.5,15.6,22.8,64.6,49.4,D,F,D-,C+,D+,37.2,Common,False,False,0,0,0,bbref_war
evansjo01,evansjo01,Joe Evans,RF,"3B,RF",Golden Era (1920-1941),1920,1915,1925,CLE,Cleveland Indians,2043,529,3,67.0,212,152.0,11,R,0.259,0.329,0.07,0.067,0.094,22.5,12.8,48.3,62.9,37.7,D-,F,D+,C+,D,36.8,Common,False,False,0,0,0,bbref_war
duncapa01,duncapa01,Pat Duncan,RF,RF,Golden Era (1920-1941),1921,1915,1924,CIN,Cincinnati Reds,2695,827,23,55.0,184,164.0,7,R,0.307,0.355,0.114,0.057,0.064,62.2,36.0,21.6,18.6,45.0,C+,D,D-,F,D+,36.7,Common,False,False,0,0,0,bbref_war
gonzami01,gonzami01,Mike Gonzalez,C,,Golden Era (1920-1941),1922,1912,1932,SLN,St. Louis Cardinals,2829,717,13,52.0,231,198.0,18,R,0.253,0.314,0.071,0.064,0.075,18.7,14.4,31.7,60.8,57.8,F,F,D,C+,C,36.7,Common,False,False,0,0,0,bbref_war
barrebi02,barrebi02,Bill Barrett,RF,"RF,SS",Golden Era (1920-1941),1927,1921,1930,CHA,Chicago White Sox,2395,690,23,80.0,209,239.0,11,R,0.288,0.347,0.117,0.092,0.08,40.6,39.0,36.1,40.6,25.3,D+,D,D,D+,D-,36.3,Common,False,False,0,0,0,bbref_war
byassu01,byassu01,Subby Byas,C,,Golden Era (1920-1941),1938,1932,1942,CAG,Chicago American Giants,561,150,3,9.0,61,3.0,11,B,0.267,0.347,0.071,0.005,0.097,41.4,14.5,51.1,39.1,35.2,D+,F,C-,D,D,36.3,Common,True,False,2,0,0,bbref_war
craftha01,craftha01,Harry Craft,RF,RF,Golden Era (1920-1941),1940,1937,1942,CIN,Cincinnati Reds,2104,533,44,14.0,110,203.0,6,R,0.253,0.294,0.127,0.091,0.049,13.4,41.7,9.1,63.7,53.4,F,D+,F,C+,C-,36.3,Common,False,False,0,0,0,bbref_war
harricu01,harricu01,Curtis Harris,1B,,Golden Era (1920-1941),1936,1931,1940,PS,Philadelphia Stars,899,258,10,7.0,58,9.0,10,R,0.287,0.333,0.095,0.009,0.06,55.9,25.9,18.8,42.0,38.8,C,D-,F,D+,D,36.3,Common,True,False,2,0,0,bbref_war
whitejo01,whitejo01,Jo-Jo White,RF,RF,Golden Era (1920-1941),1936,1932,1944,DET,Detroit Tigers,2652,678,8,92.0,386,276.0,10,L,0.256,0.353,0.072,0.09,0.127,15.3,13.7,77.1,48.1,26.7,F,F,B+,D+,D-,36.2,Common,False,False,0,0,0,bbref_war
bellle01,bellle01,Les Bell,3B,,Golden Era (1920-1941),1927,1923,1931,SLN,St. Louis Cardinals,3239,938,66,25.0,276,322.0,9,R,0.29,0.346,0.148,0.092,0.078,41.8,53.8,34.7,40.4,9.8,D+,C-,D,D+,F,36.1,Common,False,False,0,0,0,bbref_war
todtph01,todtph01,Phil Todt,1B,,Golden Era (1920-1941),1928,1924,1931,BOS,Boston Red Sox,3415,880,57,29.0,207,229.0,8,L,0.258,0.305,0.138,0.063,0.057,22.4,48.2,15.6,32.0,62.2,D-,D+,F,D,C+,36.1,Common,False,False,0,0,0,bbref_war
